"year","month","u10","v10","mx2t","mn2t","tcc","t2","msl","t","q","u","v","z","SPI","grid_ID"
1981,12,-0.426381266405505,-0.0991840757910282,308.974794449345,295.726845033707,0.174994723360625,302.356334071006,100858.358870968,299.400714505103,0.00679261403368605,-2.69078778066943,-3.24477095457335,515.976898193359,-0.617810643937174,303
1981,2,-1.1958377229582,-0.342193405010871,307.508804321289,296.22700718471,0.274136695046244,301.795913696289,100642.241908482,299.270371573312,0.010525575705937,-3.03411847778729,-3.11000977509788,334.347127369472,0.431925459440745,303
1981,3,-0.851104458613742,1.31012243080524,305.664164881552,292.602964339718,0.260422464388783,298.783629386656,101420.072832661,296.367414905179,0.0053330281403877,-2.77594303363754,-1.25764399959195,1009.64479655604,-0.0204893969866518,303
1981,4,-1.59336173739284,1.52451712551216,301.399368286133,289.112108357747,0.181815987540176,295.192731730143,101542.9015625,293.690155029297,0.00663237328020235,-2.98351566791534,-0.689553504126767,1125.72318318685,0.116458554090958,303
1981,5,-1.13448368060973,0.223162953704295,295.0742679719,285.247873613911,0.425340284806166,289.792390884892,101762.885332661,289.008977090159,0.0062523424820674,-2.76853420849769,-1.61936877571767,1300.87981783959,2.22430726725298,303
1981,6,0.929270353913307,-0.254874775682886,289.813481648763,280.164805094401,0.346855302341282,285.194008382161,101605.3453125,284.890463256836,0.00540982272165517,-0.743250464399656,-1.9557073507458,1150.93744710286,-0.215542509302686,303
1981,7,-0.897824268307417,0.545121361651728,291.147259127709,280.520535376764,0.320438805955365,285.352364816973,102058.259072581,284.4179195281,0.00531528142821644,-2.31228928316024,-1.41745872182711,1516.04128339214,1.10821912392056,303
1981,8,0.246469705455726,0.35032653664389,293.055845199093,280.408189342868,0.169169760643854,286.468381820186,101718.744203629,285.538281840663,0.00440301627461467,-1.57124665460639,-1.57122595824542,1240.1193375126,-0.0337478972920545,303
1981,9,-1.14967423925797,-0.166017690797647,299.864591471354,286.550102742513,0.244600204010324,293.094463094076,101891.133854167,290.86030476888,0.00481544464516142,-2.78529462466637,-3.14962943320473,1400.55586344401,-0.636206983448584,303
1982,1,-1.25753746702967,-0.290516894190542,308.525751913747,297.097342214277,0.341962116428711,302.500426261656,100768.409274194,299.900076589277,0.00986167540653578,-3.22619188600971,-3.46997768287697,434.778856462048,0.226350120795842,303
1982,10,0.0340865932765507,0.872629901093821,302.460314350743,288.187859319871,0.148251085943318,295.18690835276,101527.905745968,292.523170717301,0.00371321236279102,-2.11125843947934,-2.11765849662404,1073.67321285125,-1.36277214658129,303
1982,11,-1.41857953717311,-0.234346143404643,307.306293741862,294.322856648763,0.225680707865104,300.756810506185,101465.77890625,297.315960693359,0.00488805765441308,-3.40393264691035,-3.77935321182013,1029.0220296224,-1.44756444353214,303
1982,12,-0.305767672316682,-0.687897787699776,309.107619747039,295.81241140058,0.32076342883257,302.145106161794,100932.397429435,299.143698415449,0.00641186995011183,-2.80671817448831,-3.60123138850735,569.634299001386,-0.660174197406179,303
1982,2,-1.76775913658951,-0.220093702099153,308.555261884417,297.50938306536,0.383280580697049,302.965696062361,101030.116908482,299.943266732352,0.00814196196318205,-3.51759601916586,-3.7128036064761,663.468443189348,-1.20853424817949,303
1982,3,-1.73874679958868,0.213763259591595,302.258428758191,293.465566327495,0.498325535847295,297.895923245338,101265.712701613,296.111422631048,0.0109684975186904,-3.15401513730326,-2.44759167538535,891.542737407069,1.47715344303511,303
1982,4,-1.62954509009918,0.561590968444943,301.004745483398,289.68134358724,0.281797950312224,295.149524943034,101675.835416667,293.226161702474,0.00666662730897466,-3.01092293957869,-1.66133312024879,1226.00328979492,-0.561092957149221,303
1982,5,-1.42796826843292,0.716877631024427,296.01956078314,283.729543378276,0.243142487023555,289.181359075731,101963.281502016,288.670645436933,0.00505054960658233,-2.74765062332153,-0.848423783096575,1456.41968954763,0.411125517445572,303
1982,6,-0.919603539258242,1.66767078476648,290.674030558268,278.17614847819,0.106293410536212,283.656576538086,102178.957291667,283.588213094076,0.00388193416874855,-2.16254311334342,-0.042830877378583,1619.65991617839,-1.34892983647201,303
1982,7,-0.987749310270433,1.37024981456418,290.982876685358,277.556320682649,0.120865200420667,283.757708149572,102161.328377016,283.469766924458,0.00335654230307667,-2.34288582109636,-0.557504691183567,1585.91497999622,-0.909539398903684,303
1982,8,-2.46932393024045,0.245002612711922,296.207946777344,283.568839780746,0.098521383066503,289.540724231351,102434.834425403,287.996349703881,0.00425334821545308,-3.623873841378,-2.15685443339809,1834.2254796182,-1.30638064725522,303
1982,9,-0.191476636876663,0.717940351498934,297.853979492187,284.864697265625,0.172518383692113,291.118873087565,101901.67578125,288.678740437826,0.00399488721353312,-2.09893200000127,-1.78600171003491,1374.27021280924,-0.0117492313139278,303
1983,1,-1.23800788318077,0.29763006166585,308.218410368889,295.610057215537,0.242644112031896,301.918628323463,101086.618447581,298.703949959047,0.00695160113935989,-3.21151141389724,-2.76832248751194,698.048705562469,-0.0959034551738152,303
1983,10,0.0583433840543993,0.021665007476845,303.39854086599,289.952822777533,0.318079093506845,296.580898161857,101305.605846774,294.218253843246,0.00528973913300902,-2.05183024223774,-2.91628959504587,890.471908077117,-0.992119986425531,303
1983,11,-0.687921139970422,-0.500207277635733,302.904415893555,291.271767171224,0.424219928402454,297.067548624674,101185.575520833,294.483332316081,0.00765199389619131,-2.84657376209895,-3.75953579743703,791.666258748372,1.60403833023581,303
1983,12,-1.73852018647707,-0.490603537809464,305.413676600302,293.486614596459,0.255062514041774,299.467227074408,101161.153729839,296.675088205645,0.0074477263636166,-3.50635626960185,-3.66126398069243,784.722720361525,0.352619121116552,303
1983,2,-1.82059011076178,-1.08706492717777,308.780423845564,297.210073198591,0.272399263636284,302.909279959542,101203.748883929,300.003490992955,0.00878154330088624,-3.54216097933905,-4.21279174089432,834.881356375558,-0.0561573026913686,303
1983,3,-1.56472634548141,-0.445128368754541,304.249104161416,293.641188098538,0.387304430466986,299.03218226279,101415.196824597,296.652502244519,0.00811733744077144,-3.25055591713998,-2.72024303290152,1002.70482720867,1.04968636131284,303
1983,4,-1.04876678902656,0.844208786139886,297.294901529948,287.800833129883,0.570026373017269,292.262783813477,101674.464583333,290.660567220052,0.00759285340706507,-2.53954879011338,-1.27640334665775,1222.95860799154,1.68580888836163,303
1983,5,-1.16582334089664,0.555015306198789,294.108638640373,286.177911573841,0.504135333925426,290.030510687059,101911.213961694,289.195363690776,0.00836398925692323,-2.43679133682482,-1.13071620993076,1421.86398610761,1.89654503292738,303
1983,6,-1.23594914227724,1.07064339860032,290.264467366536,281.061633300781,0.359010807611048,285.536986287435,102130.39609375,284.628549194336,0.00613443306647241,-2.48469386349122,-0.433415023043441,1596.77782389323,0.752544503155749,303
1983,7,-0.404789778013383,0.85519550404241,289.398713142641,278.615367274131,0.246909162472753,283.70072789346,102203.510584677,282.692799229776,0.00467500625358473,-1.64434729324233,-0.77596614149309,1634.89068012853,-0.12471694160049,303
1983,8,-1.21030018791076,0.507614805813759,292.938707905431,281.267552529612,0.210157879676708,286.748932869204,102239.281754032,285.566812822896,0.00539306876429867,-2.71280825138092,-1.21832742686233,1671.02087796119,0.721756338092481,303
1983,9,-0.264503517995278,-0.975052957857649,300.486489868164,287.327467854818,0.174520836221442,293.691904703776,101613.277604167,292.242694091797,0.00579887601391722,-2.00713896440963,-3.57066731626789,1151.85065511068,0.113598866134436,303
1984,1,-0.942208225688627,-0.933170772367908,301.887642152848,293.247175647366,0.595117181156492,297.840329077936,100913.688508065,296.09524929908,0.0121839402934476,-2.54324568087055,-3.60844440133341,590.392722345168,1.55340611149201,303
1984,10,-1.44724923372269,-0.137868740866261,301.491770098286,288.85648469002,0.295407953779138,295.095142979776,101529.817288306,291.928154730028,0.00536253373889673,-3.28101114688381,-3.27188862139179,1053.66366774036,-0.130868703196349,303
1984,11,-1.1786364292105,-0.403704573214054,305.899120076497,292.603401692708,0.158128563881231,299.289810180664,101253.190625,295.497768147786,0.00603572914842516,-3.09021453782916,-3.40728983879089,831.11218363444,-0.37719141963287,303
1984,12,-0.0454776041930722,0.538060211606564,307.875564082976,294.535689815398,0.263886541886736,301.107167889995,100503.266885081,299.055824525895,0.00662823089007889,-2.48273547522483,-2.61019153796857,221.119616016265,0.650863464141836,303
1984,2,-1.63761998353333,-0.0649515518854404,304.614679796942,293.538303769868,0.308022005611966,299.123972925647,101065.397090517,297.118118812298,0.00974607979878783,-3.1227145112794,-2.53730121563221,713.63739329371,-0.857322501473945,303
1984,3,-0.867565292023843,0.135999447395725,304.200437484249,292.660522460938,0.333243426640101,298.197273500504,101316.277721774,296.054249425088,0.00754886303818033,-2.72070210979831,-2.70664255441197,919.646348522555,0.00196888623512532,303
1984,4,-2.0085834008952,0.868363888934255,299.818963623047,288.488101196289,0.342904655005744,293.895618693034,101704.541927083,291.56552327474,0.00656047815767427,-3.29256163636843,-1.3703905771176,1231.59794616699,0.283077654977626,303
1984,5,-1.83429433838014,0.81025094346654,296.290634647492,284.130755024572,0.298666034029016,289.786788448211,101981.415574597,288.717002622543,0.00522687999651797,-3.02843294605132,-1.14927353974312,1477.37971742692,-0.705989421272242,303
1984,6,-1.3158619299531,1.38793371307353,293.170661417643,281.89743754069,0.244231467134887,287.022314453125,102222.29453125,285.786068725586,0.00494940606101105,-2.52305394411087,-0.317614422490199,1665.43079020182,-0.0958658557712945,303
1984,7,0.0175794990312668,0.49792230411643,289.339364328692,280.595405824723,0.586178528941086,284.883752638294,101921.141129032,284.128703455771,0.00501568952665454,-1.41150500168723,-1.42647113344602,1409.77493187689,2.23317066692223,303
1984,8,0.0802372289040396,-0.00181246212413234,293.082884757749,280.769926994078,0.168936441383266,286.827546150454,101656.402469758,286.251677482359,0.00437733295914386,-1.62893274282255,-2.10203097470766,1181.241203062,-0.284851006312212,303
1984,9,0.310411886374156,0.820205534125368,296.382165527344,282.67438659668,0.160526306201791,289.287080891927,101587.921875,287.611219278971,0.00403979557255903,-1.87763065298398,-1.59424452278763,1113.89439900716,0.390223001299116,303
1985,1,-0.90705343900669,0.162605430089658,309.500408541772,296.171682050151,0.1996649721171,302.721085086946,100947.349798387,299.621862596081,0.00647739945129761,-3.32332505718354,-2.62448340846646,575.209614169213,-0.62670665305936,303
1985,10,-0.121243229316127,-0.783029448601507,300.514966410975,288.522815335181,0.348828533994815,294.428863525391,101362.690272177,291.689050489856,0.00564419033546601,-2.03757021564149,-3.64922522152624,931.289598772603,1.19961641854796,303
1985,11,-0.799641735851765,-0.558329444378614,301.436091105143,290.930045572917,0.437014346383512,296.600735473633,101079.258854167,294.847862752279,0.00899913216320176,-2.74794928630193,-3.56479636710137,727.396565755208,1.69395865446722,303
1985,12,0.221166391526499,-0.26233661421124,307.063465733682,293.592997889365,0.282511337366633,300.46384257655,100768.726814516,298.26615265877,0.00671607047890222,-2.31236149839336,-3.06094833583601,434.302736897622,0.493961598467469,303
1985,2,-1.70735325823937,-0.125473281701228,307.304157802037,295.839230128697,0.474910659981625,301.373504638672,100856.208984375,298.919944763184,0.00869562209118157,-3.3880475802081,-3.1855088110481,533.474536623274,-0.510198177708233,303
1985,3,-2.72921992213495,0.0274502823670064,305.471413889239,293.827326620779,0.269279272415236,299.60684007214,101172.665322581,296.329061200542,0.00733424429481308,-4.22921661407717,-2.44238372002879,770.087057175175,-0.26257996185962,303
1985,4,-1.04630512185395,1.416301133732,300.653532918294,288.85485941569,0.275339413248609,294.488381958008,101460.209114583,292.472675577799,0.00562761304123948,-2.65279109502832,-0.680608290433884,1034.35206400553,-0.563307135302428,303
1985,5,-1.98754804028619,0.87171898914441,297.033861714025,286.046281383884,0.320044727993175,291.187074722782,101930.504788306,289.245734430129,0.00580633034358822,-3.14406894802326,-0.844134188948139,1426.83171622984,-0.461581658391394,303
1985,6,-0.823759298026562,1.43731904374436,290.741265869141,279.507021077474,0.254052247174938,284.734405517578,102081.099479167,284.071381632487,0.00443092137575149,-1.98301440229019,-0.246584902703762,1537.7972249349,0.546196790492487,303
1985,7,-0.716374746734096,1.01293966029921,291.870085685484,280.159812681137,0.194287361195459,285.73249570785,102126.877772177,284.800444572203,0.00451065460219979,-2.02513870452681,-0.785992754443038,1583.57293504284,0.567425009171958,303
1985,8,-0.251570008574955,-0.473943125336401,294.887676608178,282.559858752835,0.227197411575265,288.423061247795,101834.040574597,287.170603106099,0.0046685863842046,-2.05001773997661,-2.89503038746695,1330.37865324943,1.16390319258069,303
1985,9,0.0157794629534086,1.20388853003581,297.207747395833,283.442161051432,0.151513519819127,290.331844075521,101722.457291667,287.894852701823,0.00357612345057229,-1.8184046762685,-1.41758256902297,1200.99341837565,-0.0378983434431689,303
1986,1,-1.62685869444883,0.152400384506872,307.213929207094,294.454720774005,0.297978552510857,300.518306609123,100819.765120968,298.050965339907,0.00701594097359526,-3.60027118652098,-3.12675217929627,490.571810937697,-0.358500622800148,303
1986,10,0.57392630533826,-0.133780747171371,301.708516766948,288.368921095325,0.273021538005841,294.834353539252,101347.695060484,292.308681364982,0.0050369388829436,-1.93513119653348,-2.98895814221713,912.591201290008,0.95691725002694,303
1986,11,-0.833138068765402,0.268224531707043,304.190858968099,291.265161132813,0.247966238716617,297.673212687174,101190.6171875,294.870302327474,0.00568554548857112,-2.7823120025297,-2.93655149011562,798.334421666463,0.668109374746504,303
1986,12,-1.07786608451316,0.448593390084082,307.149555821573,293.579578030494,0.254919899596585,300.238902430381,101129.020917339,297.556819792717,0.00587803976339918,-3.51289899695304,-2.42779182922095,747.443509009577,0.21011887773748,303
1986,2,-0.983192294836044,-0.579137832059392,307.06920841762,295.301042829241,0.304389649187215,301.102067129953,100864.938895089,298.695672171456,0.00900088712972189,-3.11291412796293,-3.45534660454307,540.108451298305,0.502904440556087,303
1986,3,-2.24518446119562,0.134119432299368,306.259468324723,293.525786369078,0.10199087677193,299.730569162676,101454.206149194,296.892249322707,0.00639013432326816,-3.63309887532265,-2.92796330778829,1032.24459543536,-1.74834776246257,303
1986,4,-1.77851686427991,0.830485751728217,302.558210245768,290.340018717448,0.226638991866882,296.053690592448,101615.46328125,293.890872192383,0.006181329752629,-3.08880917628606,-1.64661254758636,1174.08026326497,-0.0927292079497516,303
1986,5,-1.2820379935926,0.527249522747532,296.889964442099,285.592523390247,0.285341797401235,290.700526083669,101875.819052419,289.702378795993,0.00661630626587617,-2.44259418306812,-1.43266186791082,1389.9517625378,0.203500878184237,303
1986,6,-1.28698433652559,1.32375146001577,292.136790974935,281.330547078451,0.382950712026407,286.36140238444,101892.95546875,285.564612833659,0.00508221182972192,-2.41231942971547,-0.419458836937944,1406.62521565755,0.0527786496485083,303
1986,7,-0.679871193343593,0.254473511009447,290.967496810421,280.924473916331,0.358152345324221,285.654827487084,102023.759324597,283.889758694556,0.00515743450171524,-2.06366423757807,-1.69638437994065,1485.28431750882,1.38034767541916,303
1986,8,-0.034847468858765,0.670540804824521,292.511677403604,280.404988934917,0.227920513023667,286.506574076991,101725.944052419,285.410822714529,0.00423341797244164,-1.84959282017043,-1.40160646878423,1238.07593757875,1.11507570560936,303
1986,9,-0.021239555378755,-0.135004238784313,299.447475179036,285.564283243815,0.217207188154862,292.150738525391,101580.394010417,290.001977539063,0.0041257628162081,-2.11415830155214,-2.99487912257512,1121.41187947591,0.767121863117152,303
1987,1,-0.66062789650694,-1.22908018253023,307.930967269405,296.816228066721,0.392801310987242,302.075949392011,100854.245715726,299.751772972845,0.0108598829397271,-2.75711754060561,-4.35489249998523,530.937977698541,0.583697152108967,303
1987,10,-0.450218685211674,0.491884136993077,301.736463977445,288.191034132434,0.264866680428836,294.72850578062,101344.387852823,292.985823108304,0.00535462195834805,-2.64915625462609,-2.49529125060766,915.574624338458,1.14697737085344,303
1987,11,-0.785140142900248,-1.08684243510167,303.868640136719,291.896235148112,0.416114700857239,297.985834757487,101093.61484375,295.226373291016,0.00706709264001498,-3.04329519619544,-4.04601493241886,724.85923614502,0.766262839413303,303
1987,12,-0.91740429088954,-0.996787191398682,307.572070706275,295.554494550151,0.430492421967961,301.530272453062,101032.384324597,298.633027107485,0.00713392025640895,-3.14922496538249,-4.24311525494822,673.390814750425,-0.178731948077293,303
1987,2,-1.78563577442297,-1.37734304155622,305.352207728795,295.933700561523,0.481714469779815,300.271514892578,101122.524832589,298.380187988281,0.0111077851615846,-3.38331375803266,-4.1116885223559,782.746597290039,0.459146883164973,303
1987,3,-0.756835206381736,0.727641048690965,303.928253173828,292.300597160093,0.235219047451679,297.73829601657,101397.127268145,295.514641546434,0.00758080384243399,-2.68960820907547,-2.31497694792286,991.678933420489,0.150528324164966,303
1987,4,-2.24803001905481,0.503750816298028,301.117999267578,289.974051920573,0.341087498657483,295.165144856771,101954.819270833,293.328994750977,0.00680960174649953,-3.50583470265071,-2.14135139193386,1466.32305094401,0.167881786605733,303
1987,5,-1.38207393644318,1.05072712417572,295.236555530179,284.518181585496,0.400601639006768,289.468468450731,102099.802923387,288.033590009136,0.00595476556449167,-2.73197117658152,-0.786267752849287,1574.66811444682,-0.135375769166718,303
1987,6,-1.70364819169044,0.662847654521465,292.702444458008,283.209092203776,0.479725764257212,287.719890340169,102160.176041667,286.473481241862,0.00599773985644181,-2.94504250884056,-0.929581402738889,1630.91887613932,1.54431527816195,303
1987,7,-0.985676882067515,0.855905532356231,291.135400587513,278.498460338962,0.125446526797591,284.353956653226,102288.170362903,283.854372086064,0.00414030954632307,-2.39867563377465,-0.794329652622823,1722.58804813508,-0.257623520667353,303
1987,8,-0.379846583086727,0.989087470116154,293.24656234249,282.168144964403,0.301387294677214,287.557174190398,102040.32484879,285.796069729713,0.00541273608893877,-1.87537049207716,-1.16217413256245,1508.82612659085,0.983660271388467,303
1987,9,-1.46677661146969,0.349128310879071,298.354106648763,284.927709960937,0.188937778022228,291.183356730143,102028.463541667,289.159043375651,0.00425089149114986,-3.07185615897179,-2.38321877022584,1496.2531656901,-0.0303509990825311,303
1988,1,-1.88571830658663,-0.38225023580655,309.374574722782,296.938839820123,0.168143906026143,303.270709622291,101085.474546371,299.718597412109,0.00730890570388686,-3.60533959634842,-3.94495585656935,704.888130434098,-1.02535139097311,303
1988,10,-0.768126003684536,-0.0794082827145054,306.625500094506,292.620425316595,0.141654301691057,299.486066264491,101295.8359375,296.569936444682,0.00470556812210669,-2.95109016544396,-3.0621788405603,879.986633300781,-2.54170517512503,303
1988,11,-0.164482247332732,0.370716800292333,304.952110799154,291.306395467122,0.194068098734351,298.220322672526,101003.035416667,295.305680338542,0.00448286163931091,-2.34063063611587,-2.17798926010728,631.76589457194,-0.320748324162024,303
1988,12,-2.19460268270585,-0.360677180030654,307.44637766192,295.926507765247,0.312710638938898,301.850367392263,100849.530997984,298.080221852949,0.00827622154517279,-3.91897562242323,-3.34302309732283,501.324382289763,-0.615082272815639,303
1988,2,-2.04701558269303,1.04419257260201,306.059920738483,293.407813762796,0.240241558730084,299.783075793036,100964.75700431,296.671642435008,0.00689773333804874,-3.78325618957651,-1.81796984374523,610.145212765398,-0.247162432423034,303
1988,3,-2.68361925165499,0.114224453126231,303.977292952999,292.576812744141,0.285877340193697,298.288128268334,101409.711189516,295.198930309665,0.00685589988115093,-4.25442618996866,-2.35325451820127,992.371256059216,0.112674971577503,303
1988,4,-1.129951550439,1.54928160284956,298.838896687826,289.587020874023,0.466142868002256,294.194849650065,101514.348697917,292.292969767253,0.0088004911939303,-2.52158868362506,-0.277792229751746,1090.23338012695,0.503787995941304,303
1988,5,-0.90392992453229,0.37788056125564,296.351720010081,285.539256434287,0.363043706413479,290.623985044418,101736.005292339,289.334608508695,0.00660704166418121,-2.35002262842271,-1.42084053375067,1253.85437996157,0.475011670079533,303
1988,6,-1.21745739579201,1.56305625836054,293.392814127604,281.696854654948,0.223872555731577,286.923825073242,102065.72109375,285.951746622721,0.00510976928441474,-2.62813544770082,-0.249608215192954,1510.44880981445,-0.70147106604627,303
1988,7,-0.884928438932665,0.42783281774891,291.983888687626,281.603678057271,0.318389389280891,286.61034171812,102084.569556452,285.713551182901,0.00551984085881661,-2.43214570322344,-1.49675919379919,1546.31024366809,1.58559145483386,303
1988,8,-1.08752706550783,0.0220081017863366,294.001038582094,282.534690610824,0.262092754697322,287.897330991683,102125.298891129,286.479667417465,0.00499439988315345,-2.59473214058145,-1.95940995408643,1563.59966450353,1.02023220429064,303
1988,9,-0.149424287428459,-0.628936231633027,299.01076558431,286.187772623698,0.23792154113083,292.413139851888,101566.496354167,290.299743652344,0.00523570425187548,-2.08947839438915,-3.38652341067791,1098.71942138672,0.571188090916513,303
1989,1,-1.59667005654304,1.2082361830098,308.418807491179,295.859333653604,0.18633893750075,302.186171993133,100791.336693548,298.963185956401,0.00621336669991574,-3.69449240546073,-1.84921605212073,448.900618522398,-1.17728820119618,303
1989,10,0.118474016266484,-0.461882629702168,303.441316666142,289.448595600743,0.204646447859329,296.167892948274,101255.803931452,293.777667630103,0.00526919025146672,-2.40576574110216,-3.63928544184854,828.616050474105,0.0981409896353822,303
1989,11,-1.30260215351979,-0.267776027321815,302.85891418457,291.632441202799,0.442927034784346,297.205455525716,101261.534895833,294.420714314779,0.0066851174691692,-3.29950322707494,-2.76610894401868,862.280195109049,-0.0328819182019071,303
1989,12,-0.635096642879709,-0.114901738061059,306.46621014995,293.928973782447,0.254986932035536,300.635057018649,101119.293094758,297.889787243259,0.00713742697130768,-2.78928376974598,-3.39559288563267,761.115176293158,0.317820765553644,303
1989,2,-2.29465113686664,0.262143586097019,305.799968174526,294.432133265904,0.394921177332955,300.133692060198,100966.578404018,297.284221104213,0.00798918850653405,-3.96227306979043,-2.45179511074509,617.445796421596,-0.905181530268012,303
